FECHA;AÑO;MES;DÍA;hora;Solar Rad (wat/m2);Temperature (*C);RH (%);Wind Dir (Deg);Wind Gust (km/h);Wind Speed (km/h);Rainfall (mm)
22/03/2013;2013;3;22;15:36;111,8;31,6;57,7;352;6;6;0
22/03/2013;2013;3;22;16:06;58,8;31,2;60,5;35;11;0;0
22/03/2013;2013;3;22;16:36;11,8;29,5;66;41;3;0;0
22/03/2013;2013;3;22;17:06;0;27,2;81,2;41;0;0;0
22/03/2013;2013;3;22;17:36;0;25,6;86,6;41;0;0;0
22/03/2013;2013;3;22;18:06;0;25,2;90,6;41;0;0;0
22/03/2013;2013;3;22;18:36;0;25,2;90,6;41;0;0;0
22/03/2013;2013;3;22;19:06;0;24,8;93,1;41;0;0;0
22/03/2013;2013;3;22;19:36;0;24;94,7;41;0;0;0
22/03/2013;2013;3;22;20:06;0;24,4;93,1;41;0;0;0
22/03/2013;2013;3;22;20:36;0;24;97,1;41;0;0;0
22/03/2013;2013;3;22;21:06;0;24,4;97,1;41;0;0;0
22/03/2013;2013;3;22;21:36;0;24,8;90,6;41;0;0;0
22/03/2013;2013;3;22;22:06;0;24,8;88,2;41;0;0;0
22/03/2013;2013;3;22;22:36;0;24,4;89;41;5;0;0
22/03/2013;2013;3;22;23:06;0;24,8;89,8;273;5;0;0
22/03/2013;2013;3;22;23:36;0;24,8;85,7;242;8;2;0
23/03/2013;2013;3;23;00:06;0;24;86,6;253;11;3;0
23/03/2013;2013;3;23;00:36;0;23,3;87,3;252;14;5;0
23/03/2013;2013;3;23;01:06;0;22,5;85,2;246;13;2;0
23/03/2013;2013;3;23;01:36;0;22,1;87,8;240;5;0;0
23/03/2013;2013;3;23;02:06;0;22,1;91,5;118;3;0;0
23/03/2013;2013;3;23;02:36;0;21,7;94,7;118;0;0;0
23/03/2013;2013;3;23;03:06;0;22,1;96,2;118;0;0;0
23/03/2013;2013;3;23;03:36;0;22,5;96,2;131;2;0;0
23/03/2013;2013;3;23;04:06;0;22,5;95,4;290;3;0;0
23/03/2013;2013;3;23;04:36;0;22,1;97,9;290;0;0;0
23/03/2013;2013;3;23;05:06;0;22,1;98,7;356;0;0;0
23/03/2013;2013;3;23;05:36;0;21,7;98,7;69;16;6;0
23/03/2013;2013;3;23;06:06;0;21,7;99,5;48;8;2;2,8
23/03/2013;2013;3;23;06:36;0;21,3;100;298;6;2;8,6
23/03/2013;2013;3;23;07:06;5,9;21,3;100;248;6;2;3
23/03/2013;2013;3;23;07:36;11,8;21,7;100;278;6;2;3
23/03/2013;2013;3;23;08:06;70,6;21,3;100;266;11;3;2,3
23/03/2013;2013;3;23;08:36;76,5;22,5;99,5;266;8;3;0,8
23/03/2013;2013;3;23;09:06;82,4;22,9;97,9;263;10;2;0
23/03/2013;2013;3;23;09:36;82,4;23,7;93,9;263;0;0;0
23/03/2013;2013;3;23;10:06;188,2;23,7;94,7;56;10;2;1
23/03/2013;2013;3;23;10:36;200;25,6;88,2;246;5;0;0,3
23/03/2013;2013;3;23;11:06;247,1;26,8;81,8;180;5;0;0
23/03/2013;2013;3;23;11:36;300;26,8;78,1;62;8;0;0
23/03/2013;2013;3;23;12:06;105,9;26,4;81,8;45;8;2;0
23/03/2013;2013;3;23;12:36;47,1;24;88,2;91;13;5;0
23/03/2013;2013;3;23;13:06;29,4;22,9;94,7;28;13;6;0,3
23/03/2013;2013;3;23;13:36;17,6;22,5;97,9;357;11;5;1,5
23/03/2013;2013;3;23;14:06;41,2;22,5;99,5;18;10;2;2,3
23/03/2013;2013;3;23;14:36;123,5;23,3;97,9;333;6;0;0
23/03/2013;2013;3;23;15:06;52,9;23,3;95,4;302;3;0;0
23/03/2013;2013;3;23;15:36;35,3;23,3;95,4;6;5;0;0
23/03/2013;2013;3;23;16:06;11,8;22,9;96,2;6;2;0;0
23/03/2013;2013;3;23;16:36;11,8;22,9;96,2;6;0;0;0
23/03/2013;2013;3;23;17:06;0;22,5;97,9;6;0;0;0
23/03/2013;2013;3;23;17:36;0;22,1;99,5;6;0;0;0
23/03/2013;2013;3;23;18:06;0;21,7;99,5;6;0;0;0
23/03/2013;2013;3;23;18:36;0;21,7;100;6;0;0;0
23/03/2013;2013;3;23;19:06;0;22,1;100;6;0;0;0
23/03/2013;2013;3;23;19:36;0;21,7;100;6;0;0;0
23/03/2013;2013;3;23;20:06;0;21,7;100;6;0;0;0
23/03/2013;2013;3;23;20:36;0;21,3;100;6;0;0;0
23/03/2013;2013;3;23;21:06;0;21,7;100;6;0;0;0
23/03/2013;2013;3;23;21:36;0;21,7;100;6;0;0;0
23/03/2013;2013;3;23;22:06;0;21,7;100;6;0;0;0
23/03/2013;2013;3;23;22:36;0;21,7;100;6;0;0;0
23/03/2013;2013;3;23;23:06;0;21,7;100;6;0;0;0
23/03/2013;2013;3;23;23:36;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;00:06;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;00:36;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;01:06;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;01:36;0;21,3;100;6;0;0;0
24/03/2013;2013;3;24;02:06;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;02:36;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;03:06;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;03:36;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;04:06;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;04:36;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;05:06;0;21,7;100;6;0;0;0
24/03/2013;2013;3;24;05:36;11,8;22,1;100;6;2;0;0
24/03/2013;2013;3;24;06:06;35,3;22,5;100;6;0;0;0
24/03/2013;2013;3;24;06:36;70,6;23,3;100;186;3;0;0
24/03/2013;2013;3;24;07:06;129,4;24,4;99,5;150;5;0;0
24/03/2013;2013;3;24;07:36;135,3;25,6;86,9;149;5;0;0
24/03/2013;2013;3;24;08:06;105,9;24,8;86,1;141;3;0;0
24/03/2013;2013;3;24;08:36;105,9;25,2;86,1;108;2;0;0
24/03/2013;2013;3;24;09:06;194,1;26;84,3;308;3;0;0
24/03/2013;2013;3;24;09:36;200;26,8;79,6;10;5;0;0
24/03/2013;2013;3;24;10:06;305,9;27,6;75,9;153;5;0;0
24/03/2013;2013;3;24;10:36;288,2;29,9;68,3;155;6;0;0
24/03/2013;2013;3;24;11:06;223,5;29,5;66,4;127;5;0;0
24/03/2013;2013;3;24;11:36;458,8;30,4;70,7;60;11;2;0
24/03/2013;2013;3;24;12:06;364,7;31,2;65,5;91;8;2;0
24/03/2013;2013;3;24;12:36;452,9;32;62,8;46;10;2;0
24/03/2013;2013;3;24;13:06;82,4;31,6;62,3;31;10;2;0
24/03/2013;2013;3;24;13:36;64,7;32;59,4;97;8;2;0
24/03/2013;2013;3;24;14:06;70,6;32,4;58;105;6;0;0
24/03/2013;2013;3;24;14:36;235,3;32,4;58;129;2;0;0
24/03/2013;2013;3;24;15:06;176,5;30,4;60,7;60;3;0;0
24/03/2013;2013;3;24;15:36;123,5;32,4;55,6;75;3;0;0
24/03/2013;2013;3;24;16:06;70,6;32;56,6;75;2;0;0
24/03/2013;2013;3;24;16:36;5,9;29,1;65,7;75;0;0;0
24/03/2013;2013;3;24;17:06;0;26,4;80,4;75;0;0;0
24/03/2013;2013;3;24;17:36;0;24,8;88,2;75;0;0;0
24/03/2013;2013;3;24;18:06;0;23,7;94,7;75;0;0;0
24/03/2013;2013;3;24;18:36;0;23,3;96,2;75;0;0;0
24/03/2013;2013;3;24;19:06;0;22,9;97,9;75;0;0;0
24/03/2013;2013;3;24;19:36;0;22,9;98,7;75;0;0;0
24/03/2013;2013;3;24;20:06;0;22,5;98,7;75;0;0;0
24/03/2013;2013;3;24;20:36;0;22,9;98,7;75;0;0;0
24/03/2013;2013;3;24;21:06;0;22,9;98,7;75;0;0;0
24/03/2013;2013;3;24;21:36;0;22,5;98,7;75;0;0;0
24/03/2013;2013;3;24;22:06;0;22,1;98,7;75;0;0;0
24/03/2013;2013;3;24;22:36;0;22,5;98,7;273;3;0;0
24/03/2013;2013;3;24;23:06;0;22,1;97,9;263;2;0;0
24/03/2013;2013;3;24;23:36;0;22,1;97,9;263;0;0;0
25/03/2013;2013;3;25;00:06;0;22,1;97,9;263;2;0;0
25/03/2013;2013;3;25;00:36;0;21,7;98,7;263;0;0;0
25/03/2013;2013;3;25;01:06;0;21,3;99,5;263;0;0;0
25/03/2013;2013;3;25;01:36;0;21,3;100;263;0;0;0
25/03/2013;2013;3;25;02:06;0;21;100;263;0;0;0
25/03/2013;2013;3;25;02:36;0;21;100;263;0;0;0
25/03/2013;2013;3;25;03:06;0;20,6;100;263;0;0;0
25/03/2013;2013;3;25;03:36;0;20,6;100;263;0;0;0
25/03/2013;2013;3;25;04:06;0;20,6;100;263;0;0;0
25/03/2013;2013;3;25;04:36;0;20,6;100;263;0;0;0
25/03/2013;2013;3;25;05:06;0;21,7;100;284;3;0;0
25/03/2013;2013;3;25;05:36;64,7;22,5;100;290;5;0;0
25/03/2013;2013;3;25;06:06;105,9;24,4;92,3;311;3;0;0
25/03/2013;2013;3;25;06:36;147,1;26;82,3;343;5;0;0
25/03/2013;2013;3;25;07:06;200;27,6;76,2;0;3;0;0
25/03/2013;2013;3;25;07:36;252,9;28,3;74,9;37;8;0;0
25/03/2013;2013;3;25;08:06;300;30,4;69,5;38;6;0;0
25/03/2013;2013;3;25;08:36;405,9;31,2;63,4;143;6;0;0
25/03/2013;2013;3;25;09:06;147,1;30,8;64,6;210;2;0;0
25/03/2013;2013;3;25;09:36;470,6;33,6;57,4;107;3;0;0
25/03/2013;2013;3;25;10:06;58,8;32,4;58,7;79;6;0;0
25/03/2013;2013;3;25;10:36;241,2;33,2;57,5;83;6;0;0
25/03/2013;2013;3;25;11:06;147,1;33,2;56,6;79;6;0;0
25/03/2013;2013;3;25;11:36;494,1;31,6;63,4;15;5;0;0
25/03/2013;2013;3;25;12:06;511,8;30,8;62,5;44;6;0;0
25/03/2013;2013;3;25;12:36;429,4;33,2;57,4;105;10;2;0
25/03/2013;2013;3;25;13:06;458,8;34,5;51,1;240;5;0;0
25/03/2013;2013;3;25;13:36;335,3;34,5;53,7;21;6;0;0
25/03/2013;2013;3;25;14:06;241,2;32,8;54,3;27;8;2;0
25/03/2013;2013;3;25;14:36;76,5;32,4;56,8;13;10;0;0
25/03/2013;2013;3;25;15:06;176,5;32,8;56,2;59;6;2;0
25/03/2013;2013;3;25;15:36;141,2;32;57,7;45;6;2;0
25/03/2013;2013;3;25;16:06;117,6;32,4;57,5;39;6;2;0
25/03/2013;2013;3;25;16:36;5,9;29,5;66,4;39;3;0;0
25/03/2013;2013;3;25;17:06;0;28;71,6;39;2;0;0
25/03/2013;2013;3;25;17:36;0;26,8;80;39;0;0;0
25/03/2013;2013;3;25;18:06;0;26;82,3;39;0;0;0
25/03/2013;2013;3;25;18:36;0;26;82,3;39;2;0;0
25/03/2013;2013;3;25;19:06;0;26;84,8;39;2;0;0
25/03/2013;2013;3;25;19:36;0;25,6;83,1;17;6;0;0
25/03/2013;2013;3;25;20:06;0;24,8;86,6;46;6;0;0
25/03/2013;2013;3;25;20:36;0;24;91,5;46;0;0;0
25/03/2013;2013;3;25;21:06;0;24,4;93,1;70;5;0;0
25/03/2013;2013;3;25;21:36;0;24;93,9;70;0;0;0
25/03/2013;2013;3;25;22:06;0;23,7;95,4;70;0;0;0
25/03/2013;2013;3;25;22:36;0;23,3;97,9;70;0;0;0
25/03/2013;2013;3;25;23:06;0;22,9;99,5;70;0;0;0
25/03/2013;2013;3;25;23:36;0;22,9;99,5;70;0;0;0
26/03/2013;2013;3;26;00:06;0;22,9;100;70;0;0;0
26/03/2013;2013;3;26;00:36;0;22,9;100;70;0;0;0
26/03/2013;2013;3;26;01:06;0;22,9;100;70;0;0;0
26/03/2013;2013;3;26;01:36;0;22,9;100;70;0;0;0
26/03/2013;2013;3;26;02:06;0;22,5;100;70;0;0;0
26/03/2013;2013;3;26;02:36;0;22,5;100;70;0;0;0
26/03/2013;2013;3;26;03:06;0;22,5;100;70;0;0;0
26/03/2013;2013;3;26;03:36;0;22,5;100;70;0;0;0
26/03/2013;2013;3;26;04:06;0;22,5;100;70;0;0;0
26/03/2013;2013;3;26;04:36;0;22,5;100;70;0;0;0
26/03/2013;2013;3;26;05:06;5,9;22,5;100;70;0;0;0
26/03/2013;2013;3;26;05:36;58,8;23,7;100;70;0;0;0
26/03/2013;2013;3;26;06:06;141,2;25,2;99,5;70;0;0;0
26/03/2013;2013;3;26;06:36;141,2;27,2;81,5;98;2;0;0
26/03/2013;2013;3;26;07:06;205,9;28;75,1;55;6;0;0
26/03/2013;2013;3;26;07:36;258,8;29,1;70,9;132;5;0;0
26/03/2013;2013;3;26;08:06;82,4;29,1;69;191;10;2;0
01/04/2013;2013;4;1;08:06;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO
01/05/2013;2013;5;1;08:06;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO
01/06/2013;2013;6;1;08:06;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO;NO DATO
08/07/2013;2013;7;8;09:15;370,6;29,5;70;82;0;0;0
08/07/2013;2013;7;8;09:45;211,8;29,9;67,4;252;5;0;0
08/07/2013;2013;7;8;10:15;170,6;29,9;68,1;224;6;0;0
08/07/2013;2013;7;8;10:45;200;31,2;66,6;138;5;0;0
08/07/2013;2013;7;8;11:15;347,1;33,2;57,7;23;6;0;0
08/07/2013;2013;7;8;11:45;547,1;32,4;62,6;169;8;0;0
08/07/2013;2013;7;8;12:15;488,2;31,6;63,9;30;11;2;0
08/07/2013;2013;7;8;12:45;111,8;32,4;59,9;89;8;0;0
08/07/2013;2013;7;8;13:15;488,2;34,5;57,1;113;6;0;0
08/07/2013;2013;7;8;13:45;411,8;34,1;54;55;6;2;0
08/07/2013;2013;7;8;14:15;370,6;34,1;56,3;52;5;0;0
08/07/2013;2013;7;8;14:45;323,5;33,6;56,2;34;6;0;0
08/07/2013;2013;7;8;15:15;264,7;33,2;57,2;42;8;2;0
08/07/2013;2013;7;8;15:45;211,8;34,1;52,5;42;6;0;0
08/07/2013;2013;7;8;16:15;170,6;33,6;57,2;59;3;0;0
08/07/2013;2013;7;8;16:45;100;32;58,7;58;5;0;0
08/07/2013;2013;7;8;17:15;47,1;31,2;62,3;58;2;0;0
08/07/2013;2013;7;8;17:45;0;29,1;70,9;58;0;0;0
08/07/2013;2013;7;8;18:15;0;26,8;81,5;58;0;0;0
08/07/2013;2013;7;8;18:45;0;25,6;86,1;58;0;0;0
08/07/2013;2013;7;8;19:15;0;24,8;90,6;58;0;0;0
08/07/2013;2013;7;8;19:45;0;24,4;93,9;58;0;0;0
08/07/2013;2013;7;8;20:15;0;24,4;95,4;58;0;0;0
08/07/2013;2013;7;8;20:45;0;24,4;93,1;295;5;0;0
08/07/2013;2013;7;8;21:15;0;24,4;93,9;295;0;0;0
08/07/2013;2013;7;8;21:45;0;24,4;90,6;103;6;0;0
08/07/2013;2013;7;8;22:15;0;24,4;93,9;205;2;0;0
08/07/2013;2013;7;8;22:45;0;24;94,7;203;2;0;0
08/07/2013;2013;7;8;23:15;0;24;97,1;203;0;0;0
08/07/2013;2013;7;8;23:45;0;23,7;97,9;203;0;0;0
09/07/2013;2013;7;9;00:15;0;24;98,7;129;3;0;0
09/07/2013;2013;7;9;00:45;0;22,5;94,7;94;6;0;1,5
09/07/2013;2013;7;9;01:15;0;21,7;97,1;82;6;0;0,8
09/07/2013;2013;7;9;01:45;0;22,1;99,5;86;0;0;0
09/07/2013;2013;7;9;02:15;0;22,5;99,5;76;2;0;0
09/07/2013;2013;7;9;02:45;0;22,1;99,5;6;0;0;0
09/07/2013;2013;7;9;03:15;0;21,7;99,5;269;16;2;1,8
09/07/2013;2013;7;9;03:45;0;21;99,5;308;13;2;2
09/07/2013;2013;7;9;04:15;0;21;99,5;308;0;0;0,8
09/07/2013;2013;7;9;04:45;0;21;100;308;2;0;5,3
09/07/2013;2013;7;9;05:15;0;20,6;100;266;3;0;1,8
09/07/2013;2013;7;9;05:45;0;21;100;252;8;0;0,5
09/07/2013;2013;7;9;06:15;11,8;20,6;100;239;8;0;0
09/07/2013;2013;7;9;06:45;41,2;22,1;99,5;242;2;0;0
09/07/2013;2013;7;9;07:15;41,2;22,5;97,9;242;2;0;0
09/07/2013;2013;7;9;07:45;70,6;22,9;96,2;243;2;0;0
09/07/2013;2013;7;9;08:15;276,5;24,4;92,3;197;0;0;0
09/07/2013;2013;7;9;08:45;152,9;26,8;77;190;5;0;0
09/07/2013;2013;7;9;09:15;247,1;26,4;79,2;132;3;0;0
09/07/2013;2013;7;9;09:45;200;28;72,5;142;5;0;0
09/07/2013;2013;7;9;10:15;447,1;30,4;68,8;245;6;2;0
09/07/2013;2013;7;9;10:45;182,4;30,4;66,4;184;6;2;0
09/07/2013;2013;7;9;11:15;394,1;30,4;67,4;107;10;2;0
09/07/2013;2013;7;9;11:45;317,6;30,8;66;143;6;0;0
09/07/2013;2013;7;9;12:15;405,9;31,2;65,2;132;6;0;0
09/07/2013;2013;7;9;12:45;88,2;30,8;63,4;100;6;0;0
09/07/2013;2013;7;9;13:15;11,8;25,6;85,7;51;6;0;0
09/07/2013;2013;7;9;13:45;0;22,9;96,2;52;21;6;8,4
09/07/2013;2013;7;9;14:15;11,8;22,5;98,7;15;8;2;7,6
09/07/2013;2013;7;9;14:45;35,3;22,5;99,5;15;6;0;3,6
09/07/2013;2013;7;9;15:15;105,9;23,3;99,5;333;6;0;1
09/07/2013;2013;7;9;15:45;82,4;23,3;97,9;339;10;2;0
09/07/2013;2013;7;9;16:15;47,1;23,7;96,2;350;6;2;0
09/07/2013;2013;7;9;16:45;41,2;24,4;94,7;346;8;0;0
09/07/2013;2013;7;9;17:15;35,3;24;94,7;346;2;0;0
09/07/2013;2013;7;9;17:45;17,6;24;95,4;42;5;0;0
09/07/2013;2013;7;9;18:15;0;23,3;97,1;42;0;0;0
09/07/2013;2013;7;9;18:45;0;23,3;99,5;42;0;0;0
09/07/2013;2013;7;9;19:15;0;22,9;99,5;42;0;0;0
09/07/2013;2013;7;9;19:45;0;22,9;100;42;0;0;0
09/07/2013;2013;7;9;20:15;0;22,5;100;13;2;0;0
09/07/2013;2013;7;9;20:45;0;22,1;100;13;0;0;0
09/07/2013;2013;7;9;21:15;0;22,1;100;13;0;0;0
09/07/2013;2013;7;9;21:45;0;21,7;100;13;0;0;0
09/07/2013;2013;7;9;22:15;0;22,1;100;13;0;0;0
09/07/2013;2013;7;9;22:45;0;22,1;100;271;3;0;0
09/07/2013;2013;7;9;23:15;0;22,1;100;271;0;0;0
09/07/2013;2013;7;9;23:45;0;22,1;100;271;0;0;0
10/07/2013;2013;7;10;00:15;0;22,1;100;271;0;0;0
10/07/2013;2013;7;10;00:45;0;22,1;100;271;0;0;0
10/07/2013;2013;7;10;01:15;0;22,1;100;271;0;0;0
10/07/2013;2013;7;10;01:45;0;22,1;100;273;2;0;0
10/07/2013;2013;7;10;02:15;0;22,5;100;273;0;0;0
10/07/2013;2013;7;10;02:45;0;22,5;100;273;2;0;0
10/07/2013;2013;7;10;03:15;0;22,5;100;271;5;0;0
10/07/2013;2013;7;10;03:45;0;22,5;100;271;0;0;0
10/07/2013;2013;7;10;04:15;0;22,5;100;271;0;0;0
10/07/2013;2013;7;10;04:45;0;22,5;100;271;0;0;0,8
10/07/2013;2013;7;10;05:15;0;22,5;100;80;5;0;0
10/07/2013;2013;7;10;05:45;0;22,1;100;108;5;0;0,5
10/07/2013;2013;7;10;06:15;5,9;21,7;100;222;5;0;1
10/07/2013;2013;7;10;06:45;100;22,5;100;238;3;0;0
10/07/2013;2013;7;10;07:15;100;22,9;99,5;235;6;0;0,5
10/07/2013;2013;7;10;07:45;105,9;23,7;95,4;207;10;2;0
10/07/2013;2013;7;10;08:15;135,3;24,4;89;239;11;2;0
10/07/2013;2013;7;10;08:45;176,5;24,8;89;195;8;2;0
10/07/2013;2013;7;10;09:15;188,2;26;83,1;197;6;0;0
10/07/2013;2013;7;10;09:45;388,2;27,6;75,9;246;3;0;0
10/07/2013;2013;7;10;10:15;194,1;28,7;71,4;87;3;0;0
10/07/2013;2013;7;10;10:45;258,8;28;73,3;91;6;0;0
10/07/2013;2013;7;10;11:15;358,8;28,3;72,9;152;10;2;0
10/07/2013;2013;7;10;11:45;200;28;75,1;129;8;2;0
10/07/2013;2013;7;10;12:15;264,7;29,1;71,9;121;8;0;0
10/07/2013;2013;7;10;12:45;341,2;29,9;65,4;172;6;0;0
10/07/2013;2013;7;10;13:15;247,1;29,5;63,9;257;8;2;0
10/07/2013;2013;7;10;13:45;458,8;30,8;61,9;240;5;0;0
10/07/2013;2013;7;10;14:15;347,1;31,2;58,1;174;8;2;0
10/07/2013;2013;7;10;14:45;300;31,6;58,3;184;10;2;0
10/07/2013;2013;7;10;15:15;264,7;31,2;55,2;236;8;2;0
10/07/2013;2013;7;10;15:45;211,8;31,6;57,5;159;6;0;0
10/07/2013;2013;7;10;16:15;158,8;32;56,3;113;5;0;0
10/07/2013;2013;7;10;16:45;100;32,4;55;129;2;0;0
10/07/2013;2013;7;10;17:15;29,4;29,9;61,2;129;0;0;0
10/07/2013;2013;7;10;17:45;0;26,8;73,3;129;0;0;0
10/07/2013;2013;7;10;18:15;0;24,8;84;129;0;0;0
10/07/2013;2013;7;10;18:45;0;24;92,3;129;0;0;0
10/07/2013;2013;7;10;19:15;0;24,4;92,3;129;0;0;0
10/07/2013;2013;7;10;19:45;0;24,4;94,7;129;0;0;0
10/07/2013;2013;7;10;20:15;0;24,8;90,6;103;6;0;0
10/07/2013;2013;7;10;20:45;0;24,4;90,6;83;10;0;0
10/07/2013;2013;7;10;21:15;0;23,7;95,4;83;0;0;0
10/07/2013;2013;7;10;21:45;0;23,3;97,9;62;3;0;0
10/07/2013;2013;7;10;22:15;0;23,3;97,9;66;3;0;0,3
10/07/2013;2013;7;10;22:45;0;23,3;99,5;44;6;0;1,8
10/07/2013;2013;7;10;23:15;0;22,9;99,5;103;8;2;1,3
10/07/2013;2013;7;10;23:45;0;22,5;99,5;152;3;0;0,3
11/07/2013;2013;7;11;00:15;0;22,5;99,5;197;0;0;0
11/07/2013;2013;7;11;00:45;0;22,5;99,5;248;6;0;0
11/07/2013;2013;7;11;01:15;0;22,5;99,5;250;3;0;0
11/07/2013;2013;7;11;01:45;0;22,5;99,5;250;0;0;0
11/07/2013;2013;7;11;02:15;0;22,1;99,5;250;0;0;0
11/07/2013;2013;7;11;02:45;0;22,1;99,5;250;0;0;0
11/07/2013;2013;7;11;03:15;0;21,7;99,5;250;0;0;0
11/07/2013;2013;7;11;03:45;0;21,7;100;250;0;0;0,5
11/07/2013;2013;7;11;04:15;0;21,7;100;250;0;0;0
11/07/2013;2013;7;11;04:45;0;21,7;100;250;0;0;0
11/07/2013;2013;7;11;05:15;0;21,7;100;250;2;0;0
11/07/2013;2013;7;11;05:45;0;21,7;100;250;0;0;0
11/07/2013;2013;7;11;06:15;5,9;22,1;100;250;3;0;1
11/07/2013;2013;7;11;06:45;23,5;22,5;100;250;0;0;0
11/07/2013;2013;7;11;07:15;58,8;23,3;100;250;0;0;0
11/07/2013;2013;7;11;07:45;94,1;24;97,1;250;0;0;0
11/07/2013;2013;7;11;08:15;158,8;24,8;91,5;250;3;0;0
11/07/2013;2013;7;11;08:45;217,6;26,4;84;250;3;0;0
11/07/2013;2013;7;11;09:15;211,8;28;77,3;235;3;0;0
11/07/2013;2013;7;11;09:45;170,6;28,7;72,2;242;0;0;0
11/07/2013;2013;7;11;10:15;235,3;29,1;70,9;105;5;0;0
11/07/2013;2013;7;11;10:45;441,2;30,8;66,9;93;5;0;0
11/07/2013;2013;7;11;11:15;464,7;30,4;64,7;111;8;0;0
11/07/2013;2013;7;11;11:45;394,1;30,4;69,2;69;5;0;0
11/07/2013;2013;7;11;12:15;505,9;32;61,5;25;6;0;0
11/07/2013;2013;7;11;12:45;388,2;29,9;65,2;46;6;0;0
11/07/2013;2013;7;11;13:15;452,9;32,4;59;256;5;0;0
11/07/2013;2013;7;11;13:45;264,7;30,8;65;35;5;0;0
11/07/2013;2013;7;11;14:15;329,4;33,2;55,7;76;11;0;0
11/07/2013;2013;7;11;14:45;270,6;33,2;55,7;97;5;0;0
11/07/2013;2013;7;11;15:15;135,3;31,6;59,6;59;6;0;0
11/07/2013;2013;7;11;15:45;194,1;31,2;63,8;62;2;0;0
11/07/2013;2013;7;11;16:15;70,6;29,9;66,6;65;2;0;0
11/07/2013;2013;7;11;16:45;11,8;26,8;79,6;66;16;2;0
11/07/2013;2013;7;11;17:15;11,8;24,4;93,9;131;11;3;0,3
11/07/2013;2013;7;11;17:45;0;24;96,2;46;5;0;0,3
11/07/2013;2013;7;11;18:15;0;23,7;97,9;46;0;0;0
11/07/2013;2013;7;11;18:45;0;23,7;98,7;6;0;0;0
11/07/2013;2013;7;11;19:15;0;23,3;99,5;6;0;0;0
11/07/2013;2013;7;11;19:45;0;23,7;100;6;0;0;0
11/07/2013;2013;7;11;20:15;0;23,7;100;6;0;0;0
11/07/2013;2013;7;11;20:45;0;23,7;100;0;0;0;0
11/07/2013;2013;7;11;21:15;0;23,7;100;0;0;0;0
11/07/2013;2013;7;11;21:45;0;22,1;100;11;24;6;31
11/07/2013;2013;7;11;22:15;0;20,6;100;321;13;3;4,1
11/07/2013;2013;7;11;22:45;0;21;100;250;11;3;0
11/07/2013;2013;7;11;23:15;0;21;99,5;243;8;2;0
11/07/2013;2013;7;11;23:45;0;21;100;229;2;0;0
12/07/2013;2013;7;12;00:15;0;21;100;229;0;0;0
12/07/2013;2013;7;12;00:45;0;21;100;229;0;0;0
12/07/2013;2013;7;12;01:15;0;21;100;176;3;0;0
12/07/2013;2013;7;12;01:45;0;21,3;100;235;2;0;0
12/07/2013;2013;7;12;02:15;0;21,3;99,5;235;0;0;0
12/07/2013;2013;7;12;02:45;0;21,3;100;235;0;0;0
12/07/2013;2013;7;12;03:15;0;21,3;100;235;0;0;0
12/07/2013;2013;7;12;03:45;0;21,3;100;235;0;0;0
12/07/2013;2013;7;12;04:15;0;21,3;100;235;0;0;0
12/07/2013;2013;7;12;04:45;0;21,3;100;235;0;0;0
12/07/2013;2013;7;12;05:15;0;21,3;100;235;0;0;0
12/07/2013;2013;7;12;05:45;0;21,3;100;235;0;0;0
12/07/2013;2013;7;12;06:15;11,8;21,7;100;235;0;0;0
12/07/2013;2013;7;12;06:45;23,5;22,1;100;235;0;0;0
12/07/2013;2013;7;12;07:15;170,6;24,4;100;235;2;0;0
12/07/2013;2013;7;12;07:45;70,6;24,4;90,6;235;0;0;0
12/07/2013;2013;7;12;08:15;94,1;25,2;86,9;235;0;0;0
12/07/2013;2013;7;12;08:45;211,8;27,6;80;169;0;0;0
12/07/2013;2013;7;12;09:15;147,1;28;77;121;2;0;0
12/07/2013;2013;7;12;09:45;270,6;29,5;75,1;38;6;0;0
12/07/2013;2013;7;12;10:15;323,5;29,9;71,4;329;16;2;0
12/07/2013;2013;7;12;10:45;200;28,3;75,9;31;19;5;0
12/07/2013;2013;7;12;11:15;488,2;29,9;72,5;14;11;3;0
12/07/2013;2013;7;12;11:45;211,8;31,2;68,6;51;8;2;0
12/07/2013;2013;7;12;12:15;170,6;32;65,7;333;13;3;0
12/07/2013;2013;7;12;12:45;111,8;30,8;67,4;1;14;6;0
12/07/2013;2013;7;12;13:15;464,7;31,6;63,4;8;19;6;0
12/07/2013;2013;7;12;13:45;405,9;31,6;63,8;44;13;6;0
